case_id,customer_id,created_date,closed_date,channel,department,team_name,agent_name,issue_category,issue_subcategory,priority,status,first_response_time_minutes,resolution_time_hours,sla_target_hours,sla_met_flag,reopened_flag,csat_score,escalation_flag,transfer_count,region,shift,resolution_type,root_cause_group,customer_type,queue_name
101054,5739,2025-01-10 11:36:00,2025-01-11 00:48:00,Email,Customer Service,North Ops,North_Agent_1,Retention,Cancellation Request,Low,Resolved,49,13.2,48,1,0,3.8,0,2,East,Morning,Resolved,Incomplete Documentation,Mid-Market,Escalation Queue
101055,5406,2025-01-10 03:06:00,2025-01-10 15:42:00,Portal,Finance Ops,Billing Support,Billing_Agent_5,Retention,Service Complaint,High,Closed,16,12.6,12,0,0,4.8,0,0,West,Evening,Automation,Incomplete Documentation,SMB,Billing Queue
101056,8900,2025-01-10 05:15:00,2025-01-10 10:21:00,Phone,Customer Service,South Ops,South_Agent_6,Account,Profile Update,Medium,Closed,115,5.1,24,1,0,4.4,0,3,East,Night,Resolved,Incomplete Documentation,Enterprise,Billing Queue
101057,7921,2025-01-10 06:11:00,2025-01-10 16:35:00,Email,Customer Service,North Ops,North_Agent_4,General,Follow-up,Medium,Closed,124,10.4,24,1,0,4.9,0,2,Central,Evening,Manual Correction,Incomplete Documentation,Enterprise,VIP Queue
101058,6056,2025-01-10 14:05:00,2025-01-10 17:35:00,Chat,Customer Service,North Ops,North_Agent_8,Account,Profile Update,Medium,Closed,36,3.5,24,1,0,3.5,0,1,East,Morning,Escalated,Manual Review Delay,Mid-Market,General Queue
101059,7019,2025-01-10 20:00:00,2025-01-11 12:12:00,Email,Customer Service,South Ops,South_Agent_8,Technical,Integration Error,High,Closed,77,16.2,12,0,0,4.6,0,1,East,Morning,Resolved,Incomplete Documentation,SMB,Technical Queue
101060,5268,2025-01-10 18:52:00,2025-01-10 21:22:00,Portal,Customer Service,North Ops,North_Agent_2,Account,Duplicate Record,Medium,Closed,24,2.5,24,1,0,4.1,0,0,East,Morning,Manual Correction,System Configuration,SMB,VIP Queue
101061,7765,2025-01-10 18:54:00,2025-01-11 19:48:00,Phone,Customer Service,South Ops,South_Agent_6,Billing,Refund Request,Medium,Resolved,112,24.9,24,0,0,4.0,0,2,Central,Morning,Manual Correction,Manual Review Delay,SMB,Escalation Queue
101062,5343,2025-01-10 13:53:00,2025-01-11 02:17:00,Chat,Customer Service,South Ops,South_Agent_5,Account,Access Request,High,Closed,63,12.4,12,0,0,4.2,0,1,West,Morning,Resolved,System Configuration,Mid-Market,Technical Queue
101063,8937,2025-01-10 18:20:00,2025-01-11 15:20:00,Chat,Customer Success,Retention Desk,Retention_Agent_2,Technical,Login Issue,High,Resolved,7,21.0,12,0,0,4.0,1,0,East,Morning,Escalated,System Configuration,SMB,General Queue
101064,5002,2025-01-10 22:17:00,2025-01-11 23:35:00,Phone,IT Support,Tech Support,Tech_Agent_6,General,Follow-up,Urgent,Closed,40,25.3,4,0,1,2.9,1,1,Central,Evening,Escalated,System Configuration,Mid-Market,Technical Queue
101065,8450,2025-01-10 12:58:00,2025-01-11 08:04:00,Phone,Customer Success,Retention Desk,Retention_Agent_5,Account,Access Request,Medium,Closed,83,19.1,24,1,0,4.2,0,0,West,Night,Resolved,Training Gap,Mid-Market,Escalation Queue
101066,5286,2025-01-10 18:13:00,2025-01-11 19:55:00,Chat,Finance Ops,Billing Support,Billing_Agent_6,Billing,Invoice Error,High,Closed,120,25.7,12,0,1,4.4,0,0,South,Morning,Resolved,Training Gap,Mid-Market,VIP Queue
101067,8597,2025-01-10 18:59:00,,Chat,Customer Service,North Ops,North_Agent_1,Technical,Integration Error,High,Open,28,14.8,12,0,0,4.4,0,0,East,Morning,Pending Third Party,System Configuration,Enterprise,Escalation Queue
101068,6070,2025-01-10 11:41:00,2025-01-11 02:23:00,Email,Customer Success,Retention Desk,Retention_Agent_2,Account,Access Request,Low,Resolved,39,14.7,48,1,0,4.5,0,1,East,Evening,Resolved,Queue Imbalance,SMB,Billing Queue
101069,6345,2025-01-10 15:41:00,2025-01-10 19:53:00,Phone,Finance Ops,Billing Support,Billing_Agent_5,Account,Profile Update,Medium,Closed,151,4.2,24,1,0,3.7,0,0,Central,Night,Manual Correction,Manual Review Delay,SMB,Billing Queue
101070,7755,2025-01-10 00:08:00,2025-01-10 07:32:00,Portal,Customer Service,North Ops,North_Agent_5,General,Follow-up,Medium,Resolved,38,7.4,24,1,0,4.1,0,0,West,Evening,Resolved,Manual Review Delay,Mid-Market,Escalation Queue
101071,7667,2025-01-10 02:46:00,2025-01-11 14:34:00,Phone,IT Support,Tech Support,Tech_Agent_3,Retention,Plan Change,High,Closed,163,35.8,12,0,1,3.7,0,2,Central,Night,Escalated,Manual Review Delay,SMB,General Queue
101072,6466,2025-01-10 12:50:00,2025-01-11 10:02:00,Email,IT Support,Tech Support,Tech_Agent_6,Billing,Refund Request,Medium,Resolved,81,21.2,24,1,0,4.2,0,0,East,Morning,Manual Correction,System Configuration,Mid-Market,General Queue
101073,5038,2025-01-10 06:35:00,2025-01-11 03:47:00,Email,Customer Service,North Ops,North_Agent_8,Retention,Service Complaint,High,Closed,38,21.2,12,0,0,4.0,0,1,West,Night,Automation,Manual Review Delay,Mid-Market,General Queue
101074,7560,2025-01-10 03:04:00,2025-01-10 12:10:00,Phone,Finance Ops,Billing Support,Billing_Agent_6,Account,Profile Update,Low,Closed,45,9.1,48,1,0,4.3,0,0,South,Night,Escalated,Manual Review Delay,Mid-Market,Billing Queue
101075,7018,2025-01-10 01:15:00,,Portal,Customer Service,South Ops,South_Agent_3,Retention,Service Complaint,Urgent,Open,13,4.8,4,0,1,3.6,0,2,West,Morning,Resolved,Manual Review Delay,Mid-Market,Billing Queue
101076,7023,2025-01-10 19:25:00,2025-01-12 03:19:00,Chat,IT Support,Tech Support,Tech_Agent_7,Billing,Refund Request,Low,Closed,40,31.9,48,1,0,4.3,0,0,West,Night,Resolved,Incomplete Documentation,Mid-Market,Billing Queue
101077,7409,2025-01-10 05:59:00,2025-01-10 10:23:00,Phone,Customer Success,Retention Desk,Retention_Agent_8,General,Document Upload,Low,Closed,18,4.4,48,1,0,4.4,0,0,West,Night,Resolved,Queue Imbalance,Mid-Market,General Queue
101078,7985,2025-01-10 07:46:00,2025-01-10 09:58:00,Phone,Customer Service,South Ops,South_Agent_3,Account,Access Request,High,Closed,29,2.2,12,1,0,4.0,0,1,South,Morning,Manual Correction,Manual Review Delay,SMB,General Queue
101079,8617,2025-01-10 23:14:00,2025-01-11 07:32:00,Portal,Customer Success,Retention Desk,Retention_Agent_7,General,Follow-up,Low,Closed,49,8.3,48,1,0,4.5,0,0,East,Morning,Resolved,Training Gap,SMB,VIP Queue
101080,5498,2025-01-10 13:53:00,2025-01-11 06:17:00,Portal,Customer Service,North Ops,North_Agent_5,Account,Duplicate Record,Low,Closed,33,16.4,48,1,0,3.8,0,0,East,Evening,Automation,System Configuration,Mid-Market,Technical Queue
101081,6138,2025-01-10 07:39:00,2025-01-10 12:57:00,Phone,Customer Success,Retention Desk,Retention_Agent_6,Billing,Payment Failure,Urgent,Closed,16,5.3,4,0,0,5.0,0,0,East,Night,Escalated,Training Gap,Enterprise,VIP Queue
101082,5335,2025-01-10 06:38:00,2025-01-12 01:56:00,Email,Finance Ops,Billing Support,Billing_Agent_3,Billing,Refund Request,Medium,Closed,66,43.3,24,0,0,3.9,0,0,Central,Night,Manual Correction,System Configuration,Mid-Market,Billing Queue
101083,6348,2025-01-10 06:43:00,2025-01-11 07:19:00,Phone,IT Support,Tech Support,Tech_Agent_6,Billing,Invoice Error,Low,Closed,110,24.6,48,1,0,4.4,0,0,South,Morning,Pending Third Party,Training Gap,Mid-Market,General Queue
101084,8265,2025-01-10 00:49:00,,Portal,Customer Service,North Ops,North_Agent_5,Retention,Service Complaint,Medium,Open,127,44.1,24,0,0,4.8,0,0,South,Evening,Resolved,Manual Review Delay,Mid-Market,Billing Queue
101085,8365,2025-01-10 11:37:00,2025-01-10 19:43:00,Email,Customer Service,North Ops,North_Agent_4,Retention,Cancellation Request,Low,Closed,45,8.1,48,1,0,4.7,0,0,South,Night,Manual Correction,Queue Imbalance,Mid-Market,Billing Queue
101086,7561,2025-01-10 14:58:00,2025-01-11 09:16:00,Chat,Customer Service,North Ops,North_Agent_8,General,Document Upload,Medium,Closed,45,18.3,24,1,0,4.4,0,1,East,Night,Manual Correction,System Configuration,SMB,General Queue
101087,8645,2025-01-10 12:52:00,2025-01-12 03:16:00,Email,Customer Service,North Ops,North_Agent_6,Billing,Invoice Error,High,Closed,55,38.4,12,0,0,4.4,0,0,Central,Morning,Pending Third Party,Queue Imbalance,SMB,General Queue
101088,6768,2025-01-10 20:50:00,2025-01-14 00:26:00,Chat,IT Support,Tech Support,Tech_Agent_2,Billing,Refund Request,Medium,Closed,116,75.6,24,0,0,4.5,0,1,Central,Morning,Resolved,Manual Review Delay,SMB,General Queue
101089,5392,2025-01-10 13:01:00,,Phone,Customer Success,Retention Desk,Retention_Agent_3,Billing,Refund Request,Low,Open,44,14.2,48,0,0,4.5,0,0,East,Morning,Escalated,Queue Imbalance,Mid-Market,Escalation Queue
101090,8256,2025-01-10 13:06:00,2025-01-11 05:18:00,Phone,Customer Success,Retention Desk,Retention_Agent_4,Billing,Refund Request,High,Closed,43,16.2,12,0,0,4.2,0,0,East,Night,Manual Correction,System Configuration,Mid-Market,Escalation Queue
101091,6859,2025-01-10 23:03:00,2025-01-11 01:15:00,Portal,Customer Service,North Ops,North_Agent_3,Account,Access Request,Medium,Resolved,71,2.2,24,1,0,4.9,0,2,South,Night,Pending Third Party,Manual Review Delay,Enterprise,Billing Queue
101092,5276,2025-01-10 20:18:00,2025-01-12 06:48:00,Chat,Customer Service,North Ops,North_Agent_3,Billing,Invoice Error,Low,Closed,41,34.5,48,1,0,4.5,0,0,West,Night,Resolved,Queue Imbalance,Mid-Market,Billing Queue
101093,7968,2025-01-10 14:22:00,2025-01-10 19:04:00,Portal,Customer Success,Retention Desk,Retention_Agent_8,Account,Duplicate Record,High,Resolved,15,4.7,12,1,0,5.0,0,1,East,Morning,Manual Correction,Training Gap,Mid-Market,Billing Queue
101094,7394,2025-01-10 04:21:00,2025-01-10 16:03:00,Chat,Customer Service,South Ops,South_Agent_6,Billing,Invoice Error,Medium,Closed,72,11.7,24,1,0,3.6,0,1,East,Night,Resolved,Manual Review Delay,Mid-Market,Technical Queue
101095,6923,2025-01-10 04:58:00,2025-01-10 12:28:00,Email,Finance Ops,Billing Support,Billing_Agent_1,General,Document Upload,Urgent,Resolved,62,7.5,4,0,0,3.3,0,3,South,Night,Resolved,Training Gap,SMB,Technical Queue
101096,7693,2025-01-10 17:40:00,2025-01-10 21:22:00,Chat,Finance Ops,Billing Support,Billing_Agent_3,Account,Profile Update,Medium,Resolved,34,3.7,24,1,0,3.5,0,0,West,Morning,Resolved,Incomplete Documentation,Mid-Market,Billing Queue
101097,5800,2025-01-10 14:24:00,2025-01-10 15:54:00,Portal,Customer Success,Retention Desk,Retention_Agent_3,General,Information Request,Urgent,Resolved,74,1.5,4,1,0,3.6,1,1,West,Night,Escalated,Incomplete Documentation,SMB,Billing Queue
101098,7845,2025-01-10 22:47:00,2025-01-11 05:11:00,Chat,Customer Service,North Ops,North_Agent_4,Account,Profile Update,High,Resolved,31,6.4,12,1,0,4.6,0,1,East,Night,Automation,Manual Review Delay,Enterprise,Technical Queue
101099,6714,2025-01-10 21:01:00,2025-01-11 10:55:00,Chat,Customer Success,Retention Desk,Retention_Agent_4,General,Follow-up,High,Closed,26,13.9,12,0,0,4.1,0,0,South,Morning,Manual Correction,Manual Review Delay,Enterprise,General Queue
101100,7616,2025-01-10 07:29:00,2025-01-11 08:41:00,Phone,IT Support,Tech Support,Tech_Agent_6,Billing,Refund Request,Medium,Closed,141,25.2,24,0,0,4.0,0,1,West,Night,Resolved,Manual Review Delay,Mid-Market,Billing Queue
101101,8008,2025-01-10 08:09:00,2025-01-11 04:33:00,Portal,IT Support,Tech Support,Tech_Agent_2,General,Information Request,Low,Closed,26,20.4,48,1,0,5.0,0,0,South,Night,Resolved,Manual Review Delay,Enterprise,VIP Queue
101102,5040,2025-01-10 00:13:00,2025-01-10 12:01:00,Email,Customer Service,South Ops,South_Agent_2,Retention,Cancellation Request,Medium,Closed,42,11.8,24,1,0,4.3,0,0,Central,Evening,Manual Correction,Incomplete Documentation,SMB,General Queue
101103,5796,2025-01-10 09:55:00,2025-01-10 21:37:00,Chat,Customer Success,Retention Desk,Retention_Agent_2,Billing,Invoice Error,Low,Closed,124,11.7,48,1,0,5.0,0,0,South,Morning,Resolved,Training Gap,Mid-Market,General Queue
101104,8626,2025-01-10 05:56:00,2025-01-10 18:14:00,Chat,Customer Service,South Ops,South_Agent_4,Technical,System Error,Urgent,Closed,71,12.3,4,0,0,3.5,1,1,South,Night,Escalated,Incomplete Documentation,Enterprise,Billing Queue
101105,5088,2025-01-10 06:05:00,2025-01-10 11:35:00,Chat,Finance Ops,Billing Support,Billing_Agent_8,General,Information Request,Low,Closed,22,5.5,48,1,0,5.0,0,0,West,Evening,Resolved,System Configuration,SMB,General Queue
101106,6386,2025-01-10 22:21:00,2025-01-11 08:15:00,Chat,Customer Service,North Ops,North_Agent_3,Technical,System Error,Medium,Closed,45,9.9,24,1,0,4.3,0,1,West,Evening,Resolved,Manual Review Delay,Enterprise,VIP Queue
101107,8854,2025-01-10 22:33:00,2025-01-11 00:57:00,Chat,Customer Service,South Ops,South_Agent_4,Account,Duplicate Record,Medium,Closed,61,2.4,24,1,0,4.2,0,2,East,Night,Resolved,System Configuration,Mid-Market,General Queue
101108,7181,2025-01-10 06:28:00,2025-01-10 12:22:00,Chat,Customer Service,North Ops,North_Agent_1,Technical,Login Issue,Urgent,Closed,49,5.9,4,0,0,3.4,1,1,East,Night,Escalated,Training Gap,Enterprise,Technical Queue
101109,8772,2025-01-10 21:42:00,2025-01-11 08:06:00,Phone,Finance Ops,Billing Support,Billing_Agent_2,General,Follow-up,Medium,Closed,22,10.4,24,1,0,4.4,0,0,Central,Night,Resolved,Queue Imbalance,SMB,Escalation Queue
101110,6012,2025-01-10 05:04:00,2025-01-10 11:58:00,Portal,Customer Service,South Ops,South_Agent_6,General,Follow-up,Low,Closed,24,6.9,48,1,0,4.2,0,0,Central,Night,Pending Third Party,Incomplete Documentation,SMB,Technical Queue
101111,7979,2025-01-10 16:41:00,2025-01-10 21:47:00,Phone,Customer Service,South Ops,South_Agent_3,General,Document Upload,Medium,Resolved,29,5.1,24,1,1,4.1,0,2,Central,Evening,Resolved,Manual Review Delay,Enterprise,Escalation Queue
101112,8614,2025-01-10 13:14:00,2025-01-12 02:38:00,Phone,Customer Service,North Ops,North_Agent_5,Technical,Integration Error,Medium,Closed,46,37.4,24,0,0,3.9,0,0,South,Evening,Resolved,Queue Imbalance,Enterprise,Escalation Queue
101113,7844,2025-01-10 12:45:00,2025-01-11 13:15:00,Email,IT Support,Tech Support,Tech_Agent_3,Technical,System Error,High,Closed,123,24.5,12,0,0,4.7,0,0,East,Night,Escalated,Training Gap,Mid-Market,VIP Queue
101114,8773,2025-01-10 13:41:00,2025-01-10 18:35:00,Chat,IT Support,Tech Support,Tech_Agent_8,Account,Access Request,Medium,Closed,101,4.9,24,1,0,4.7,0,1,Central,Morning,Pending Third Party,System Configuration,Enterprise,Billing Queue
101115,6253,2025-01-10 13:30:00,2025-01-11 14:12:00,Chat,Customer Service,South Ops,South_Agent_4,Retention,Cancellation Request,Medium,Resolved,25,24.7,24,0,0,3.6,0,1,East,Evening,Resolved,Incomplete Documentation,SMB,Escalation Queue
101116,5550,2025-01-10 18:47:00,2025-01-11 03:17:00,Portal,Customer Service,South Ops,South_Agent_4,Account,Duplicate Record,Urgent,Closed,25,8.5,4,0,0,4.1,1,0,Central,Evening,Escalated,Queue Imbalance,Enterprise,VIP Queue
101117,6905,2025-01-10 19:55:00,2025-01-11 08:37:00,Phone,Customer Success,Retention Desk,Retention_Agent_5,Account,Profile Update,High,Closed,39,12.7,12,0,0,4.0,0,1,South,Evening,Automation,Manual Review Delay,SMB,VIP Queue
101118,6298,2025-01-10 12:32:00,2025-01-11 02:44:00,Phone,IT Support,Tech Support,Tech_Agent_8,Retention,Service Complaint,Medium,Closed,58,14.2,24,1,0,4.5,0,0,South,Evening,Resolved,System Configuration,SMB,General Queue
101119,5310,2025-01-10 09:03:00,2025-01-10 23:15:00,Portal,Customer Service,South Ops,South_Agent_8,Retention,Cancellation Request,Medium,Closed,53,14.2,24,1,0,2.8,1,0,South,Morning,Escalated,Manual Review Delay,SMB,Technical Queue
101120,8218,2025-01-10 21:58:00,2025-01-11 00:34:00,Phone,Customer Success,Retention Desk,Retention_Agent_1,General,Document Upload,High,Resolved,25,2.6,12,1,0,5.0,0,0,South,Morning,Resolved,Manual Review Delay,Mid-Market,General Queue
101121,5820,2025-01-10 01:18:00,2025-01-10 14:30:00,Chat,Customer Service,North Ops,North_Agent_4,Billing,Refund Request,Medium,Closed,91,13.2,24,1,0,4.6,0,2,South,Morning,Escalated,System Configuration,Enterprise,Technical Queue
101122,5780,2025-01-10 23:19:00,2025-01-11 02:25:00,Chat,Finance Ops,Billing Support,Billing_Agent_1,Account,Access Request,Medium,Resolved,75,3.1,24,1,0,4.8,0,0,West,Night,Pending Third Party,Incomplete Documentation,SMB,Escalation Queue
101123,8207,2025-01-10 09:37:00,,Chat,Finance Ops,Billing Support,Billing_Agent_3,Billing,Refund Request,Medium,Open,189,25.8,24,0,0,4.1,0,0,East,Evening,Resolved,Queue Imbalance,Mid-Market,Escalation Queue
101124,8897,2025-01-10 17:29:00,2025-01-11 14:35:00,Chat,Customer Service,North Ops,North_Agent_4,Retention,Plan Change,Medium,Closed,17,21.1,24,1,0,5.0,0,1,West,Evening,Manual Correction,System Configuration,Enterprise,Billing Queue
101125,7404,2025-01-10 07:58:00,2025-01-10 19:34:00,Phone,Customer Service,South Ops,South_Agent_2,Technical,System Error,Urgent,Closed,17,11.6,4,0,0,4.4,1,3,East,Night,Escalated,System Configuration,Enterprise,VIP Queue
101126,8154,2025-01-10 06:24:00,2025-01-10 17:12:00,Email,Finance Ops,Billing Support,Billing_Agent_2,Billing,Refund Request,High,Closed,56,10.8,12,1,0,4.0,0,0,East,Morning,Resolved,Incomplete Documentation,SMB,VIP Queue
101127,7365,2025-01-10 12:47:00,2025-01-11 05:11:00,Chat,IT Support,Tech Support,Tech_Agent_7,General,Information Request,Low,Resolved,138,16.4,48,1,0,4.3,0,1,West,Evening,Resolved,System Configuration,SMB,General Queue
101128,6743,2025-01-10 07:41:00,2025-01-10 16:53:00,Email,IT Support,Tech Support,Tech_Agent_4,Account,Duplicate Record,Low,Closed,16,9.2,48,1,0,3.7,0,2,East,Night,Resolved,System Configuration,Enterprise,Escalation Queue
101129,8216,2025-01-10 00:47:00,2025-01-10 09:41:00,Email,Finance Ops,Billing Support,Billing_Agent_4,Account,Access Request,High,Closed,30,8.9,12,1,0,4.2,0,0,Central,Morning,Manual Correction,Incomplete Documentation,SMB,Billing Queue
101130,7350,2025-01-10 20:34:00,2025-01-11 00:34:00,Email,Finance Ops,Billing Support,Billing_Agent_7,General,Document Upload,High,Closed,33,4.0,12,1,1,3.6,0,0,East,Evening,Manual Correction,System Configuration,Enterprise,Billing Queue
101131,6944,2025-01-10 13:11:00,2025-01-11 19:11:00,Phone,IT Support,Tech Support,Tech_Agent_3,Billing,Payment Failure,Low,Closed,20,30.0,48,1,0,3.5,0,2,Central,Evening,Pending Third Party,Training Gap,SMB,Escalation Queue
101132,7764,2025-01-10 05:51:00,2025-01-10 12:27:00,Portal,IT Support,Tech Support,Tech_Agent_2,Account,Profile Update,Medium,Closed,197,6.6,24,1,0,3.9,0,0,West,Morning,Resolved,Incomplete Documentation,SMB,Escalation Queue
101133,8732,2025-01-10 06:47:00,2025-01-12 23:47:00,Chat,IT Support,Tech Support,Tech_Agent_2,Billing,Invoice Error,High,Resolved,52,65.0,12,0,1,3.7,0,1,East,Evening,Manual Correction,Queue Imbalance,Enterprise,Billing Queue
101134,6862,2025-01-10 17:53:00,2025-01-11 11:59:00,Chat,Customer Service,South Ops,South_Agent_5,Account,Access Request,Medium,Closed,47,18.1,24,1,0,4.1,0,2,Central,Evening,Resolved,Training Gap,SMB,Escalation Queue
101135,5643,2025-01-10 14:01:00,2025-01-11 19:49:00,Chat,Customer Service,North Ops,North_Agent_8,Technical,System Error,Medium,Closed,76,29.8,24,0,0,4.9,0,0,Central,Morning,Manual Correction,Queue Imbalance,Enterprise,Escalation Queue
101136,8912,2025-01-10 02:20:00,2025-01-11 17:44:00,Portal,IT Support,Tech Support,Tech_Agent_2,Retention,Plan Change,Medium,Closed,18,39.4,24,0,0,4.3,0,0,West,Morning,Manual Correction,Manual Review Delay,Mid-Market,Billing Queue
101137,5650,2025-01-10 22:41:00,,Phone,Finance Ops,Billing Support,Billing_Agent_2,Retention,Plan Change,Medium,Open,182,14.5,24,0,0,4.9,0,0,South,Night,Resolved,System Configuration,SMB,Billing Queue
101138,5584,2025-01-10 06:53:00,2025-01-11 03:35:00,Email,Customer Success,Retention Desk,Retention_Agent_6,Retention,Service Complaint,High,Closed,54,20.7,12,0,0,4.9,0,0,East,Morning,Resolved,Training Gap,SMB,VIP Queue
101139,8601,2025-01-10 11:13:00,,Phone,Customer Success,Retention Desk,Retention_Agent_6,Technical,Integration Error,Medium,Open,18,51.4,24,0,0,3.8,0,0,East,Evening,Manual Correction,Incomplete Documentation,SMB,VIP Queue
101140,7647,2025-01-10 03:06:00,2025-01-11 07:30:00,Phone,Customer Success,Retention Desk,Retention_Agent_2,Billing,Payment Failure,Low,Closed,53,28.4,48,1,0,4.8,0,1,East,Evening,Automation,Manual Review Delay,Enterprise,Technical Queue
101141,5735,2025-01-10 14:10:00,2025-01-10 23:04:00,Portal,IT Support,Tech Support,Tech_Agent_4,General,Information Request,Medium,Closed,58,8.9,24,1,0,4.3,0,0,East,Evening,Escalated,Manual Review Delay,SMB,VIP Queue
101142,8873,2025-01-10 13:25:00,,Phone,Customer Service,South Ops,South_Agent_7,General,Information Request,Medium,Open,29,7.5,24,0,0,4.8,0,0,Central,Morning,Automation,Manual Review Delay,Enterprise,Billing Queue
101143,7859,2025-01-10 22:45:00,2025-01-11 12:21:00,Phone,Finance Ops,Billing Support,Billing_Agent_8,General,Follow-up,Medium,Closed,65,13.6,24,1,0,4.6,0,1,West,Evening,Resolved,Queue Imbalance,SMB,VIP Queue
101144,5430,2025-01-10 02:36:00,2025-01-11 05:24:00,Portal,Customer Success,Retention Desk,Retention_Agent_7,Billing,Refund Request,Medium,Resolved,31,26.8,24,0,0,5.0,0,0,South,Evening,Resolved,Manual Review Delay,Enterprise,VIP Queue
101145,6893,2025-01-10 17:16:00,2025-01-11 03:46:00,Portal,Customer Service,South Ops,South_Agent_6,Account,Profile Update,Medium,Closed,59,10.5,24,1,0,4.8,0,0,Central,Morning,Resolved,System Configuration,Mid-Market,VIP Queue
101146,6624,2025-01-10 13:37:00,2025-01-10 20:43:00,Email,IT Support,Tech Support,Tech_Agent_8,Account,Access Request,High,Closed,142,7.1,12,1,1,3.5,0,0,Central,Morning,Automation,Manual Review Delay,SMB,Technical Queue
101147,6901,2025-01-10 22:52:00,,Portal,Customer Service,North Ops,North_Agent_8,Technical,System Error,Urgent,Open,23,13.0,4,0,0,4.6,0,0,East,Evening,Manual Correction,Manual Review Delay,SMB,General Queue
101148,8891,2025-01-10 08:16:00,2025-01-10 11:28:00,Email,Customer Service,North Ops,North_Agent_1,General,Document Upload,Medium,Closed,57,3.2,24,1,0,4.8,0,1,East,Morning,Resolved,Training Gap,SMB,VIP Queue
101149,5411,2025-01-10 00:36:00,2025-01-10 16:24:00,Chat,Finance Ops,Billing Support,Billing_Agent_3,Technical,Login Issue,High,Resolved,25,15.8,12,0,0,4.1,0,0,West,Evening,Resolved,Manual Review Delay,Mid-Market,General Queue
101150,8127,2025-01-10 02:38:00,2025-01-10 22:14:00,Phone,Customer Success,Retention Desk,Retention_Agent_4,Retention,Cancellation Request,Urgent,Closed,4,19.6,4,0,0,4.0,1,0,Central,Night,Escalated,System Configuration,Mid-Market,Technical Queue
101151,7926,2025-01-10 06:04:00,2025-01-11 09:04:00,Chat,Customer Service,South Ops,South_Agent_6,Retention,Service Complaint,High,Closed,60,27.0,12,0,0,4.5,0,0,Central,Night,Resolved,Incomplete Documentation,SMB,Escalation Queue
101152,8323,2025-01-10 01:37:00,,Phone,Customer Service,South Ops,South_Agent_5,Retention,Plan Change,High,Open,47,8.7,12,0,0,4.8,0,0,Central,Evening,Resolved,Training Gap,Mid-Market,Technical Queue
101153,8163,2025-01-10 00:09:00,2025-01-10 04:27:00,Phone,IT Support,Tech Support,Tech_Agent_1,Billing,Payment Failure,Urgent,Closed,271,4.3,4,0,0,4.6,0,0,East,Morning,Manual Correction,System Configuration,Mid-Market,Billing Queue
101154,6727,2025-01-10 03:07:00,2025-01-11 06:07:00,Email,Finance Ops,Billing Support,Billing_Agent_6,Technical,Login Issue,High,Closed,106,27.0,12,0,1,3.9,0,0,Central,Morning,Resolved,Manual Review Delay,Mid-Market,Technical Queue
101155,5687,2025-01-10 03:17:00,2025-01-10 05:05:00,Phone,Customer Service,South Ops,South_Agent_5,Billing,Invoice Error,High,Closed,33,1.8,12,1,0,3.7,0,0,West,Morning,Resolved,System Configuration,SMB,VIP Queue
101156,7567,2025-01-10 11:00:00,2025-01-11 02:42:00,Email,Customer Success,Retention Desk,Retention_Agent_3,Billing,Refund Request,High,Closed,106,15.7,12,0,0,4.7,0,0,West,Night,Resolved,System Configuration,Enterprise,Billing Queue
101157,5875,2025-01-11 04:07:00,,Email,Customer Success,Retention Desk,Retention_Agent_4,Retention,Service Complaint,Low,Open,50,11.0,48,0,0,4.9,0,1,Central,Evening,Manual Correction,Manual Review Delay,Mid-Market,Technical Queue
101158,5049,2025-01-11 22:19:00,2025-01-12 18:31:00,Email,Customer Service,South Ops,South_Agent_7,Billing,Refund Request,Medium,Closed,15,20.2,24,1,0,4.5,0,0,East,Morning,Escalated,Manual Review Delay,SMB,VIP Queue
101159,7555,2025-01-11 09:30:00,2025-01-12 08:30:00,Chat,Customer Service,South Ops,South_Agent_4,Billing,Payment Failure,Medium,Closed,39,23.0,24,1,0,4.2,0,2,South,Morning,Manual Correction,Manual Review Delay,Enterprise,General Queue
101160,5417,2025-01-11 20:26:00,2025-01-12 11:02:00,Phone,Customer Service,South Ops,South_Agent_5,Retention,Service Complaint,Urgent,Resolved,8,14.6,4,0,0,3.7,1,1,West,Evening,Escalated,Training Gap,SMB,General Queue
101161,7776,2025-01-11 23:46:00,2025-01-12 15:34:00,Chat,Customer Success,Retention Desk,Retention_Agent_3,Account,Access Request,High,Closed,58,15.8,12,0,0,4.0,0,1,West,Evening,Resolved,Training Gap,Enterprise,Billing Queue
101162,7492,2025-01-11 11:26:00,2025-01-12 13:02:00,Phone,Finance Ops,Billing Support,Billing_Agent_6,Retention,Cancellation Request,Low,Closed,155,25.6,48,1,0,4.1,0,0,East,Evening,Automation,Manual Review Delay,Enterprise,Escalation Queue
101163,5086,2025-01-11 00:27:00,2025-01-11 11:21:00,Portal,Customer Service,South Ops,South_Agent_7,General,Document Upload,Low,Closed,44,10.9,48,1,0,5.0,0,1,Central,Evening,Manual Correction,Incomplete Documentation,Mid-Market,Billing Queue
101164,5563,2025-01-11 02:42:00,2025-01-12 15:06:00,Email,IT Support,Tech Support,Tech_Agent_6,Technical,Integration Error,Low,Closed,136,36.4,48,1,0,4.5,0,0,South,Evening,Pending Third Party,System Configuration,Mid-Market,Technical Queue
